url,status,pageType,indexable,indexabilityStatus,inSitemap,canonical,canonicalTarget,canonicalSelfReferencing,robots,issueCodes
https://triprindia.com/products/men-track-pants-combo-under-200,200,product,true,indexable,true,https://triprindia.com/products/men-track-pants-combo-under-200,https://triprindia.com/products/men-track-pants-combo-under-200,true,,title_length|meta_description_length|missing_image_alt|serp_title_h1_mismatch|serp_boilerplate_meta_description|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-plain-grey-track-pant,200,product,true,indexable,true,https://triprindia.com/products/mens-plain-grey-track-pant,https://triprindia.com/products/mens-plain-grey-track-pant,true,,title_length|meta_description_length|missing_image_alt|serp_title_h1_mismatch|serp_boilerplate_meta_description|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/beige-cotton-track-pant-for-men,200,product,true,indexable,true,https://triprindia.com/products/beige-cotton-track-pant-for-men,https://triprindia.com/products/beige-cotton-track-pant-for-men,true,,meta_description_length|missing_image_alt|serp_title_h1_mismatch|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/men-olive-green-cotton-joggers,200,product,true,indexable,true,https://triprindia.com/products/men-olive-green-cotton-joggers,https://triprindia.com/products/men-olive-green-cotton-joggers,true,,meta_description_length|missing_image_alt|serp_title_h1_mismatch|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/oversized-tshirt-under-200-rs,200,product,true,indexable,true,https://triprindia.com/products/oversized-tshirt-under-200-rs,https://triprindia.com/products/oversized-tshirt-under-200-rs,true,,title_length|meta_description_length|missing_image_alt|serp_title_h1_mismatch|serp_boilerplate_meta_description|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/men-high-neck-maroon-half-sleeve-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/men-high-neck-maroon-half-sleeve-t-shirt,https://triprindia.com/products/men-high-neck-maroon-half-sleeve-t-shirt,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/ti-ogrhn-d144,200,product,true,indexable,true,https://triprindia.com/products/ti-ogrhn-d144,https://triprindia.com/products/ti-ogrhn-d144,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/men-high-neck-darkgrey-half-sleeve-zip-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/men-high-neck-darkgrey-half-sleeve-zip-t-shirt,https://triprindia.com/products/men-high-neck-darkgrey-half-sleeve-zip-t-shirt,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/men-solid-henley-neck-cotton-blend-beige-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/men-solid-henley-neck-cotton-blend-beige-t-shirt,https://triprindia.com/products/men-solid-henley-neck-cotton-blend-beige-t-shirt,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/full-sleeve-men-solid-high-neck-cotton-blend-black-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/full-sleeve-men-solid-high-neck-cotton-blend-black-t-shirt,https://triprindia.com/products/full-sleeve-men-solid-high-neck-cotton-blend-black-t-shirt,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/men-full-sleeve-high-neck-maroon-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/men-full-sleeve-high-neck-maroon-t-shirt,https://triprindia.com/products/men-full-sleeve-high-neck-maroon-t-shirt,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/t-shirt-and-pant-combo-for-men,200,product,true,indexable,true,https://triprindia.com/products/t-shirt-and-pant-combo-for-men,https://triprindia.com/products/t-shirt-and-pant-combo-for-men,true,,missing_image_alt|serp_title_h1_mismatch|serp_boilerplate_meta_description|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/full-sleeve-high-neck-men-olive-green-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/full-sleeve-high-neck-men-olive-green-t-shirt,https://triprindia.com/products/full-sleeve-high-neck-men-olive-green-t-shirt,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/men-solid-henley-neck-cotton-blend-white-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/men-solid-henley-neck-cotton-blend-white-t-shirt,https://triprindia.com/products/men-solid-henley-neck-cotton-blend-white-t-shirt,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
